"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000166831.9",-3.39902536347598,2.15127741423319,383.160076021178,1.83493933624075e-64,1.4609997164412e-62,TRUE
"ENSG00000164107.9",-3.77633447056849,1.70131583995277,381.696771987782,1.90937631345474e-64,1.51359945128864e-62,TRUE
"ENSG00000065534.19",-3.31601867127014,7.28529925366707,379.33585475002,4.55617883818564e-64,3.5927051818499e-62,TRUE
"ENSG00000180875.5",-3.78732271238887,2.92817817788625,379.302401919113,5.7740436731059e-64,4.49827867878086e-62,TRUE
"ENSG00000152137.8",-3.55487087142669,4.03953122913025,376.685544543276,1.08288680367668e-63,8.40004124019413e-62,TRUE
"ENSG00000104435.14",-3.47696688016739,2.12658602265744,376.499900394336,1.25403166397061e-63,9.68605482675421e-62,TRUE
"ENSG00000168016.15",-2.12966542892018,5.39264292763098,375.812731296104,1.28827548464271e-63,9.90820898273713e-62,TRUE
"ENSG00000196990.9",-3.00891015407543,-0.485523413673213,348.225205287409,1.63313571726071e-63,1.25073283702415e-61,TRUE
"ENSG00000169313.10",-2.63952299052383,-0.99927934253494,339.349650857914,2.01860426775485e-63,1.53941998039668e-61,TRUE
"ENSG00000146039.11",-3.35938806154322,3.13960454836029,374.552621940249,2.2113190215772e-63,1.6722753136396e-61,TRUE
"ENSG00000205358.4",-3.97346938074715,3.0141404744452,373.755417962381,2.92345363739776e-63,2.20160421009697e-61,TRUE
"ENSG00000101335.10",-3.20530792461661,8.23045425203344,372.274557457308,3.59902582188397e-63,2.69912002924194e-61,TRUE
"ENSG00000144891.18",-3.52172655656413,0.232988223184447,357.182782981329,4.13594302911266e-63,3.08896835984224e-61,TRUE
"ENSG00000144648.16",-2.43301154190615,0.301685952614413,363.717587733522,5.17378856328878e-63,3.84819154291693e-61,TRUE
"ENSG00000261616.1",-2.90577281529979,-0.434934167951477,347.547234866112,5.81751637828202e-63,4.30925373037169e-61,TRUE
"ENSG00000167723.15",-2.95938412041435,1.13220776153807,367.761274264303,8.5865147925485e-63,6.33439462696007e-61,TRUE
"ENSG00000204614.9",-3.10509567711424,1.70490986438314,369.074390407581,9.91623999321835e-63,7.28561470070847e-61,TRUE
