"GeneSymbol","logFC_COAD","PValue_COAD","FDR_COAD","logFC_READ","PValue_READ","FDR_READ"
"LEF1",2.15066770895483,1.7228012045953e-22,1.42312198226031e-21,2.01877180204769,5.61242737100243e-06,2.87290233978105e-05
"LEMD1",6.81574645064561,8.5790074813581e-26,9.04122339463944e-25,7.88985168344588,1.34893918814666e-07,1.03574718041029e-06
"LGALS2",-2.50576108359522,1.7251936765855e-27,2.00521868235411e-26,-3.2242601912248,2.5259584533979e-15,7.5195517347747e-14
"LGR5",2.92264436024488,1.85528501510175e-18,1.12751921193507e-17,3.07164563466502,3.8161981510548e-06,2.04515810601235e-05
"LGR6",2.09377584561777,8.94002452708043e-10,2.56157635157889e-09,2.25891993114643,0.000978234013945751,0.00266589594950149
"LHFPL7",3.7118034934429,2.66543050277407e-17,1.47957588781138e-16,4.87866486621017,1.66270025698669e-06,9.81464140495999e-06
"LIFR",-3.14604226945388,4.15347680612987e-65,3.41226999063597e-63,-3.60714103303414,5.34546185360384e-30,9.03736055456929e-28
"LILRB5",-2.67672495899766,1.08809943209123e-54,5.80127113145043e-53,-2.28753827030494,1.24507429635876e-12,2.45737626267019e-11
"LIME1",2.14706383253255,1.84945228257871e-20,1.3212253183924e-19,2.95250939336228,9.84347027498614e-11,1.45668728982681e-09
"LIMS2",-2.38739892268563,7.4026655450345e-39,1.7791991630446e-37,-2.55990036486024,3.09058428860878e-15,8.99129237599967e-14
"LINC00460",7.10596664279951,3.27341221177632e-23,2.87341681960394e-22,6.22450365481776,1.05260548098974e-07,8.26632025627392e-07
"LINC00659",6.14077585528817,3.63885383498013e-32,5.87220037619918e-31,6.00425339484305,4.55130575010793e-09,4.79787943221672e-08
"LINC00858",6.09827765519817,1.15266112000758e-32,1.92365624035245e-31,5.31057881656564,1.90535332896011e-09,2.19587376259126e-08
"LINC00896",2.12369150664207,6.31733173466496e-16,3.14804118479004e-15,2.50029085252546,4.28238500812362e-05,0.000173630365906297
"LINC00940",-2.51762927226404,6.28044369323882e-46,2.17874739561609e-44,-2.15117249591195,8.52851067503515e-09,8.49107998929472e-08
"LINC00941",3.91526175052813,7.93154774849793e-17,4.23375056132167e-16,2.44593270230924,0.000354413172030875,0.00110096003743548
"LINC01036",3.9937615543613,2.66821417837205e-11,8.86331612936895e-11,4.37272723449634,0.000498082381067383,0.0014773476251421
"LINC01124",2.5410191718049,3.40391818017773e-18,2.02243317516543e-17,2.15302253623524,5.14508979535668e-05,0.000203858399784628
"LINC01169",5.50458003145718,5.65966151275604e-14,2.40632138747478e-13,5.33551903768402,0.000152016814605411,0.000527501822280864
"LINC01186",3.65531748475633,6.69698052751771e-26,7.08672283690603e-25,3.81979852871699,5.3308546899535e-09,5.52221080339056e-08
"LINC01234",7.53967079314609,2.96022015029569e-20,2.07940221517467e-19,7.16905101269582,4.12441165467675e-07,2.81897716489177e-06
"LINC01348",2.06651819500949,9.87217169418073e-12,3.42278210628472e-11,2.82838896795316,0.00010314125149044,0.000375613567965897
"LINC01411",6.59918799001413,9.88426469457781e-18,5.70032546553284e-17,6.5303740201268,1.26586994403874e-05,5.88626239416665e-05
"LINC01426",2.01463690916723,6.27560347528031e-12,2.21144974092837e-11,2.3351907791084,8.68142918564752e-05,0.000321845040206846
"LINC01485",3.40772289330167,4.58313715074996e-16,2.31255222955485e-15,3.95590399237325,6.51535743768225e-05,0.000250293077472033
"LINC01555",2.85017550986424,2.31882664310991e-20,1.64354795088504e-19,4.13159151595595,2.08720483379564e-08,1.90452127425925e-07
"LINC01572",2.31509528351386,6.00849202291508e-16,3.00241871225234e-15,2.07371946449858,1.52686361571734e-10,2.1812135383075e-09
"LINC01594",4.55543492474578,4.63619455716344e-22,3.72917580890841e-21,3.51652279111499,3.59751459059832e-06,1.94455455375433e-05
"LINC01605",3.16738436030957,3.49146560280358e-30,4.89563609814368e-29,3.27810705936694,7.74892329787108e-11,1.16696180185838e-09
"LINC01610",3.61617955187286,4.56042012544819e-10,1.34286466841562e-09,4.09836101988612,0.000774766578025765,0.00217695074393223
"LINC01614",5.59328383240929,5.35339489802316e-20,3.66643650575486e-19,4.04409508775425,0.000104306348162571,0.000379163096434368
"LINC01694",2.86113823517335,4.88258785341645e-11,1.5766998903457e-10,2.75239256383333,0.0022215773635844,0.00546522964302772
"LINC01705",7.07059104941077,1.67476654238415e-22,1.38534235638678e-21,6.30121172696585,3.05913259768031e-06,1.68219439346514e-05
"LINC01748",4.09264204614511,5.25395748919605e-22,4.20177113538625e-21,4.53739094858291,2.34008521130129e-08,2.10949029535867e-07
"LINC01807",3.6638345441359,5.58189877525132e-15,2.57694095693212e-14,4.62454018810328,0.000114613453198799,0.000410879714898116
"LINC01811",7.51364131583886,7.60292394485764e-23,6.48797201979967e-22,5.91102579995511,2.04659452332609e-11,3.34949958470566e-10
"LINC01819",3.70673706678897,8.37808976731525e-09,2.1902437392694e-08,6.93483445344162,2.30304844996349e-05,0.000100323119280009
"LINC01833",4.36123952531446,2.21447750579951e-15,1.05299832780374e-14,4.85210240696813,4.44730252254935e-05,0.000179343178457711
"LINC01836",2.83078741345731,2.55717534179384e-28,3.12920698223303e-27,2.46236042312697,1.89093071537674e-06,1.09703364681989e-05
"LINC01977",3.70858477766616,4.81793166942729e-32,7.68572788995841e-31,4.62593755421824,1.51320784285302e-12,2.94763019040967e-11
"LINC01978",3.72711238948429,4.3658318737177e-25,4.39109879162903e-24,4.35024596674027,2.04698034930465e-08,1.87449845885992e-07
"LINC01979",2.96735791411398,1.38237196526363e-26,1.51792168287818e-25,3.50047319595912,1.90226068492916e-09,2.19372031754282e-08
"LINC01996",4.71509891649323,2.54882350604649e-17,1.41833239064914e-16,3.73103488336872,1.66873548923054e-05,7.52148106199709e-05
"LINC02009",2.57105195406884,7.36535979296376e-13,2.82456000207993e-12,2.62291470971654,0.000303148959263845,0.000961035290813262
"LINC02253",5.60838935026866,7.79728580000343e-29,9.93851505989154e-28,6.45978087983429,9.71690681182786e-08,7.6949486069274e-07
"LINC02320",3.0895960738728,2.51313736123135e-29,3.30585477925003e-28,2.5580792512529,6.45722817561595e-07,4.20646987041852e-06
"LINC02348",3.35935362828333,1.76420080004103e-13,7.15096776405957e-13,3.11956059307243,0.000324723040542858,0.00102092136489572
"LINC02418",8.96964082974191,3.20939934554609e-38,7.42723223705506e-37,7.01342000655146,9.88363049579862e-12,1.70969635246339e-10
"LINC02432",4.71318596280905,5.21285821577516e-13,2.02748438545126e-12,4.58015002904478,0.000863084180416713,0.00239654967419398
"LINC02474",7.54613807368028,2.12895187888146e-13,8.5565212939523e-13,7.45422239008297,0.000295943786204435,0.000941023526005977
"LINC02568",-2.80367646014632,9.92731218399467e-48,3.73804667528166e-46,-2.61406306941868,2.65778316087544e-15,7.88578344802131e-14
"LINC02577",6.54511028926087,8.50885293451121e-34,1.53482043850654e-32,6.07545227603039,1.46238683927105e-10,2.09659476372611e-09
"LINC02884",-2.44539404944782,3.41526528605083e-51,1.53169987047352e-49,-2.62929899145056,7.25708840832348e-20,3.78064771411526e-18
"LINC02940",2.26859482845116,1.71796773185856e-10,5.28070557578429e-10,2.80809585719444,0.000120023321186975,0.000427536859270876
"LINC02984",-2.29283386240974,5.90434669921864e-38,1.35082483850225e-36,-2.61573223764025,3.70057995411692e-15,1.06620728870948e-13
"LINC03022",3.01932710874852,4.09512146136651e-13,1.60797795552332e-12,3.30193043283527,5.81179593390358e-05,0.000226985253092603
"LINC03040",4.94665522967908,1.55410424168023e-56,8.91710478226301e-55,3.81328245902564,3.59987357295049e-10,4.74362752212102e-09
"LINC03046",6.42268834537221,1.36153730228627e-16,7.12667975717407e-16,6.19958919611639,7.82666841433316e-05,0.000293495971235121
"LINC03131",6.63944889579274,8.57245934432003e-17,4.56507454888746e-16,7.40535607047449,0.000172285845265218,0.000588438085191153
"LMO3",-3.34002079425129,2.55813341914208e-44,8.18331033939361e-43,-4.79691624589654,1.87215556024512e-33,4.59601367056888e-31
"LMO7-AS1",2.6126777944883,5.1048877967656e-15,2.36336429402514e-14,2.21983584048945,3.49140036324672e-08,3.02852787559267e-07
"LMOD1",-3.40330079311702,1.5973098710759e-54,8.41684507575095e-53,-4.01356662982683,1.8816563342649e-24,1.63694966826997e-22
"LMTK3",2.11558137958903,1.46919992928203e-25,1.52348362144827e-24,3.41527183612786,5.89678710461966e-13,1.21746914403098e-11
"LONRF2",-3.19439119815549,1.08279530541051e-42,3.16162235056375e-41,-4.67004683135425,4.56549209364528e-30,7.79220798192544e-28
"LPAR1",-2.07755009590981,1.72231221755387e-44,5.57868656273631e-43,-2.48938726057535,5.95541975455648e-22,4.10488759313103e-20
"LPO",5.17759364699634,4.05825954755752e-15,1.89238862390492e-14,5.59431391587272,6.08214325462859e-05,0.000236079898778858
"LRP8",3.10835836968192,4.6598543906727e-56,2.59145256175441e-54,2.45995504132209,8.82735552544133e-13,1.78348408536002e-11
"LRRC19",-2.75526443998347,1.34484512037322e-49,5.61356367335464e-48,-2.7223043503024,9.62568160732445e-16,2.989633277034e-14
"LRRC36",3.32794869624352,2.41065801275639e-22,1.97239623913802e-21,2.98374965612741,6.70350877548088e-08,5.50062182991725e-07
"LRRC8E",2.53480602186839,1.16198759889074e-38,2.75613698980987e-37,2.42354814718491,3.87955370753132e-11,6.1094448148215e-10
"LRRN2",-3.72813115550398,1.298513093643e-82,2.07693147384988e-80,-2.54094835739088,6.63978538904219e-11,1.01097361050998e-09
"LUZP2",-2.16671758507554,4.77837620433293e-31,7.06746084428097e-30,-2.09829362754264,1.60625074510617e-10,2.28457298436886e-09
"LY6G6C",3.14118848278335,7.53222023295442e-17,4.03011688840788e-16,3.73686043393972,3.19259929737623e-06,1.74616130188236e-05
"LY6G6D",7.82084896249409,5.86046791216623e-16,2.93169380139752e-15,7.94849595920078,9.9979914589448e-07,6.23213930211304e-06
"LY6G6F-LY6G6D",7.46102599903738,1.80390526109269e-15,8.6276220399548e-15,7.43583374631918,7.08681185498718e-07,4.57173345044007e-06
"LY9",-2.06338512173427,2.80092147283823e-33,4.85367734420692e-32,-2.19519711452738,1.96677938839153e-12,3.7777763579169e-11
"LYNX1",-2.48640283785011,6.60708481709032e-47,2.39792070249177e-45,-2.85278063035375,2.70918134482464e-18,1.17557479129788e-16
"LYPD8",-3.57578486454934,7.25263493321101e-40,1.82061283031744e-38,-2.89576681399961,5.77348738493941e-10,7.30696803852395e-09
"LYVE1",-4.07898715895553,4.77566289174699e-92,1.16642339331669e-89,-4.40816088340032,1.30250903701998e-28,1.8673811561948e-26
"LZTS3",2.22652259652275,6.43162640066893e-24,5.94604683200461e-23,2.45692167961253,2.98182915123201e-09,3.28845293656793e-08
"MAB21L2",-3.04614159261549,5.60369173171914e-48,2.14124998645014e-46,-4.24739427579954,9.1334880209674e-32,2.0207560348612e-29
"MACC1",2.34239621521534,1.27834558066688e-30,1.8454327495985e-29,2.47466287019343,1.30121248832176e-11,2.20406701353632e-10
"MADCAM1",-2.42974115087491,8.76704965600185e-41,2.33023022768496e-39,-2.19974738852211,2.81337490677129e-12,5.34094191782291e-11
"MAGEA11",6.22012421841962,1.73365390944652e-11,5.87220029222946e-11,6.43801940496618,0.000385860515971695,0.00118753328296905
"MAGEA3",10.0849195456546,4.01428420523905e-11,1.30704688750659e-10,11.0515572216377,0.000587812952512468,0.00170263389719993
"MAGEA6",9.47545692107594,7.84608551303279e-11,2.49226976384103e-10,9.52862307802804,0.0007535490322415,0.00212472003617144
"MAGEB17",5.54992079167748,1.32705300822358e-14,5.94869942228e-14,5.45486576660258,3.90765611413164e-05,0.000159993386386459
"MAGEB17-AS1",4.52485398702488,2.44330854356975e-13,9.76135247932796e-13,4.47164591885987,0.000156669157293247,0.000541712567418854
"MAL",-3.52177508831693,5.52788827020676e-100,1.84517577741732e-97,-4.27080617908386,1.84286130246906e-48,2.20172782676986e-45
"MALL",-2.31236532538095,4.17466840913692e-47,1.53048593969048e-45,-2.10882436361577,3.47679536634461e-13,7.42641832661045e-12
"MAMDC2",-4.48121458430409,1.13746668816277e-99,3.60676717927261e-97,-5.11933673433583,1.22758132886409e-40,5.78933815646667e-38
"MAOB",-2.37860095000417,1.41521756413731e-25,1.46834915351422e-24,-2.15813863026359,5.96358187860044e-06,3.03100824862163e-05
"MAP3K20-AS1",4.00618294398423,3.1627581137153e-14,1.37511883924201e-13,3.51415141856834,0.00111035336101954,0.00297483070456439
"MAP6",-2.01389850813834,1.93663377207334e-32,3.17917518587225e-31,-2.62584929074681,7.61961300204235e-18,3.13910539332416e-16
"MAP7D2",2.2172203802139,8.18858864665541e-07,1.7797084078842e-06,2.86229220107428,0.00011214450516137,0.00040323869923694
"MAPK15",4.40823971822172,4.31559319661954e-31,6.40394346762738e-30,4.02986022700001,6.76868532332571e-08,5.54902148578774e-07
"MAPK4",-3.69918504902658,5.04481570172601e-78,6.60724630384028e-76,-3.95729517500306,6.77242028728114e-26,6.89593999820257e-24
"MAPT",-2.12646482925016,2.60154222812444e-23,2.3026578957454e-22,-3.04208339544214,9.05840239348548e-17,3.28614634197679e-15
"MASP1",-3.12888358451118,2.49690586882085e-34,4.60971161114076e-33,-3.68861795648093,6.03882426911288e-17,2.24061635045076e-15
"MAT1A",3.12923905051765,1.88584119802367e-13,7.6149896812064e-13,5.59876387734105,0.000240268464576793,0.000785166147644186
"MATN3",2.75306907537181,1.63429312273173e-16,8.53212417684958e-16,2.69072594601052,0.000938018231274588,0.00257115703925847
"MBNL1-AS1",-2.57201464627648,7.41520161144533e-53,3.57392943800701e-51,-3.2450168059796,1.4970336053805e-30,2.78526267726446e-28
"MCEMP1",3.10854067918545,2.86753548115358e-13,1.137822970063e-12,3.08886323713885,0.000300461464518902,0.000953358694341933
"MCIDAS",3.94959358464181,6.75501224691536e-44,2.0834486578626e-42,4.17521856058424,3.12440509899415e-10,4.19733611537287e-09
"MDFI",3.65383872010406,3.20357900941425e-45,1.07224975955839e-43,3.66169075145925,1.38404490825511e-14,3.7075439164185e-13
"MELTF-AS1",2.23624135402224,1.68518986901688e-30,2.40775665554238e-29,2.09769395384151,2.01507521973901e-07,1.4842648176302e-06
"MEP1B",-5.66865024405961,4.22978659689631e-127,3.64043633106209e-124,-2.74497736620309,4.65603594472829e-14,1.15090786435139e-12
"MEX3A",2.8908437600204,6.57363518819846e-29,8.42637463769496e-28,2.97641725140669,1.06236509181299e-11,1.83063892407505e-10
"MFAP2",2.53354134759005,5.32890672852242e-23,4.60175156289127e-22,2.49217971352851,4.85038044495923e-07,3.24826860815076e-06
"MFAP4",-2.20806484729708,2.93497633085025e-31,4.39857066366396e-30,-2.12493822051831,4.69906696714338e-09,4.93911900986372e-08
"MFAP5",-2.39774200589083,4.08900223372346e-25,4.11954439087613e-24,-3.31632276658172,4.96926822704597e-15,1.39802599524161e-13
"MFSD4A",-2.0412797116811,2.10584459910455e-30,2.99693191214296e-29,-2.734713362899,2.15244013951317e-15,6.47212747319052e-14
"MIF",4.53521322067081,4.99051427397805e-09,1.33055841551673e-08,5.7197063176772,0.000733665851121052,0.00207349404162441
"MILIP",3.05968636456681,6.87779996571548e-53,3.34164937043929e-51,3.08438684821427,2.11470658697149e-17,8.27459754260175e-16
"MIR17HG",2.96974361205335,1.91856836509714e-20,1.36735822676521e-19,2.97655217762297,2.66761894877418e-09,2.98416973664058e-08
"MIR3189",3.24114850121853,2.97859975079252e-24,2.82007395996983e-23,2.95492795491936,9.72932360681127e-07,6.08796118567265e-06
"MIR34AHG",2.10810527221582,1.63949288388128e-21,1.26904472733491e-20,2.12392982238313,6.64779468800323e-07,4.31805467936592e-06
"MIR503HG",3.16623434092978,2.11226908816129e-22,1.73532506815578e-21,4.00829657974029,1.76139886106915e-07,1.31909857873883e-06
"MIR548BAHG",4.58273333762963,8.86823771288779e-14,3.69602123625757e-13,3.64544889455917,0.000163778415911988,0.000562869010066274
"MLXIPL",2.79290939237512,5.76041110757427e-23,4.95072136748918e-22,3.49899212964081,6.17544509240062e-10,7.7717803020303e-09
"MMP1",4.56309052197637,2.89915079112141e-21,2.19427350915948e-20,5.14913944967799,8.52256440987767e-07,5.39882915480444e-06
"MMP10",2.37445098727127,2.6980870402999e-11,8.9510325195265e-11,3.3736306322583,5.59603860742486e-05,0.000219589682250188
"MMP11",4.41527137613184,3.25860055880015e-32,5.27429103879352e-31,4.859955710447,3.33858982579724e-10,4.44839169279645e-09
"MMP13",5.57791377383244,5.39928508916586e-19,3.4180973275511e-18,6.01534637480205,1.11988803241321e-05,5.29538612899131e-05
"MMP28",-2.5624453748063,3.69713994840744e-38,8.54502652525781e-37,-3.05318404668094,1.35905435800579e-16,4.79441203736648e-15
"MMP3",4.81124369041922,1.3363568163402e-22,1.11356906862761e-21,5.2381826577008,2.63638858505644e-07,1.89822096556033e-06
"MMP7",7.17747979161778,2.13379292614729e-31,3.23541722711293e-30,6.69612384702614,3.74214354705826e-09,4.02297267587469e-08
"MMRN1",-2.95470772175636,9.64151329256737e-39,2.30503586309342e-37,-3.96322618432948,4.463527836096e-27,5.29740942719711e-25
"MOGAT2",-2.81784830183577,1.14929464722155e-37,2.58041632967482e-36,-2.30322878266592,1.34323252279403e-08,1.27838927461454e-07
"MPZ",-2.70137935665763,2.37539853222774e-81,3.60781118247767e-79,-3.45692683513237,1.3530030735867e-42,8.6597028863383e-40
"MRGPRF",-2.42580281074926,5.15240857086375e-39,1.24999506724552e-37,-2.76957083622311,2.70038830189496e-15,7.96289747898646e-14
"MROH6",2.28249217237184,4.24318650232416e-21,3.18353477970141e-20,2.81585416453846,1.47329834607193e-07,1.12019430037993e-06
"MS4A1",-2.42702828907129,1.37765079055884e-19,9.14420139131857e-19,-3.65247325792824,1.32502579782845e-16,4.68358724317234e-15
"MS4A12",-5.4653871324538,2.18962095606315e-67,1.97876045799427e-65,-5.06673426857541,5.82958324131098e-19,2.69953388288202e-17
"MS4A15",2.40590592304952,9.77904772610019e-10,2.78867952984435e-09,2.89490287721938,0.000333926547388416,0.00104565746212612
"MSH5",2.15021153991763,5.7315811034236e-23,4.93237248443788e-22,2.40116315419432,1.58440929141878e-09,1.85340723965509e-08
"MSLN",3.00292093227979,4.54981099411133e-11,1.47556583361866e-10,3.15082340161218,0.00015178828317962,0.000526863804544251
"MSRB3",-2.31206882701962,8.71122333043488e-35,1.65038417687924e-33,-3.13668087080323,2.36612709169426e-20,1.3087457904399e-18
"MST1L",-2.21673076729834,7.95775295848698e-36,1.59455018815625e-34,-2.33135701501714,1.27634771160013e-11,2.17015439654515e-10
"MSX1",3.42980428370931,7.82075746308324e-28,9.2933839834166e-27,3.36068836722656,1.25895673793693e-06,7.67668040169025e-06
"MSX2",4.88042164885678,7.98855105100775e-38,1.81388281025018e-36,4.06819522151806,1.29968144354361e-05,6.02472611219478e-05
"MT-TC",3.47307857392605,7.66621846405234e-09,2.01111150939076e-08,3.29666281981209,0.00481293454355741,0.0107533474573111
"MT-TM",5.32581021918039,3.64356853124371e-12,1.31392373570828e-11,5.21513167414928,0.000170645299296741,0.000583502081415167
"MT-TY",3.68699296323157,1.26992088877979e-09,3.57460678146797e-09,3.60991463746442,0.0019946052616701,0.00497984409228055
"MT1E",-2.2596726271896,1.63219614814215e-22,1.35198502206789e-21,-2.85729615151268,6.54399806246088e-13,1.33722906815691e-11
"MT1F",-2.9364372355981,6.11473751351457e-62,4.30030217195573e-60,-2.7677444211055,1.94862458752402e-18,8.60130572241822e-17
"MT1G",-3.38141266842384,9.65863599273862e-54,4.8357392502149e-52,-3.27289923305661,8.22480928440363e-16,2.57686725849296e-14
"MT1H",-3.97346938074715,2.92345363739776e-63,2.20160421009697e-61,-3.49074677346338,1.44547568546429e-17,5.80815465453037e-16
"MT1M",-4.34383559024478,2.93061340301333e-73,3.15285158607518e-71,-4.25051388304909,6.39354545509729e-22,4.38998958240608e-20
"MTHFD1L",2.45841171857766,4.88908857801735e-84,8.25844737935379e-82,2.16371204056311,4.2707689066611e-16,1.40433852433529e-14
"MUC6",7.20667785458421,1.80343527993244e-12,6.67116030485036e-12,4.26539758781979,0.00134960372366792,0.00353834207467812
"MUSK",-3.58017609716295,1.10383559768085e-87,2.21674717694264e-85,-4.34678796387113,1.91684360688685e-50,2.86264618991828e-47
"MYADML2",2.95058311101833,1.18382824444439e-15,5.74402998391619e-15,5.60981163730353,2.06210366792162e-08,1.8864195933039e-07
"MYBL2",2.14310137171264,1.04067887879554e-26,1.15111567046209e-25,2.20441134285343,8.85453084441625e-09,8.78638135452844e-08
"MYBPHL",5.31974292400708,2.66723694779861e-11,8.86169863869706e-11,6.09122122528126,0.000367132722485677,0.00113653230604004
"MYC",2.0025225352486,7.75857161266382e-35,1.47920277771399e-33,2.09476499184382,1.46981616122683e-10,2.10556158475988e-09
"MYCN",2.51272879279994,1.40252069906593e-10,4.35328166150053e-10,2.35480953746013,0.000107481924682826,0.000388892302087811
"MYEOV",3.00510700328352,7.33744751944074e-21,5.39532247625598e-20,3.66333899884886,9.49735640813723e-07,5.95320476356164e-06
"MYH11",-4.40891043459107,1.1043822581341e-58,6.83582360736837e-57,-4.92477582472599,3.22510723179618e-24,2.62032235797786e-22
"MYL9",-3.20530792461661,3.59902582188397e-63,2.69912002924194e-61,-3.62273076171038,3.72808322568569e-27,4.45406529916756e-25
"MYLK",-3.31601867127014,4.55617883818564e-64,3.5927051818499e-62,-3.93581991339262,2.86800915639668e-31,5.84063546497555e-29
"MYOC",-4.65709673590682,9.55743937964218e-113,5.57229546282751e-110,-4.71924735816853,2.70470438423459e-28,3.70374765866188e-26
"MYOCD",-2.87065928926113,1.58738073024537e-45,5.38279912166133e-44,-3.56601553211654,2.92843360586073e-24,2.39636797491462e-22
"MYOM1",-3.1715831487864,1.47140487938309e-74,1.67258942075283e-72,-3.62453563376884,1.3400296823212e-27,1.67934768789359e-25
"MYOM3",2.00537617276742,2.15299786722945e-12,7.90920395372056e-12,2.33647676307049,6.8467685543218e-06,3.42835817999444e-05
"NACA2",2.37526425044295,1.20256363515216e-10,3.74872975883754e-10,2.84012561879791,0.000170492678723261,0.000583091468587703
"NACAD",-2.07266015673067,1.63029484326977e-41,4.51931733086776e-40,-2.21603921093433,1.7736485799902e-16,6.15999151201634e-15
"NANOS3",3.89529249289686,4.50781868531182e-19,2.86477900556701e-18,3.79810575929619,8.63912366356717e-06,4.21283633128673e-05
"NAP1L2",-3.49644320293273,1.14229314750986e-107,5.29379649951108e-105,-4.05800598295607,3.23250427099597e-42,1.99757617381099e-39
"NBEA",-2.04615957214532,1.69321162147415e-21,1.30782507891127e-20,-3.09963768744539,1.17409931209644e-18,5.31339236668696e-17
"NCAM1",-2.87225525431333,2.72059488300207e-56,1.5366259973556e-54,-3.33744677428498,3.40065203475542e-27,4.09013994059408e-25
"NCAPD2P1",4.50513492841737,2.94698184975794e-18,1.76311651613787e-17,6.39255645052849,1.16277294281305e-05,5.48225569801437e-05
"NDUFA13",2.24646447194028,1.10095738929086e-13,4.54100955135623e-13,2.72187607661983,4.22414128143682e-05,0.000171501667205775
"NEB",2.84908997660109,5.63756247822262e-14,2.39748951132695e-13,2.84479631263054,2.21203902127354e-05,9.66876860981539e-05
"NECAB1",-2.45365424852865,1.81799646680257e-36,3.81188725533522e-35,-3.9646714600064,7.65936656445508e-40,3.26817876670475e-37
"NEFL",-2.71401193025509,1.37240913669e-24,1.32788665613143e-23,-2.31978523344892,8.09084619412206e-05,0.0003022640288615
"NEGR1",-2.85783595202257,2.07078402548396e-61,1.41770266956807e-59,-3.74833647847697,5.22939188371059e-33,1.26643151281051e-30
"NEK5",2.24630977656644,1.26805780338899e-19,8.44157522594939e-19,2.21573218971263,1.16001358393538e-05,5.47212514811949e-05
"NEUROG2",5.49204543903708,1.39704827860424e-13,5.70111776642424e-13,6.12285894786619,0.000211236677019412,0.000703513302271328
"NEXN",-2.00713294997189,1.33563063117689e-24,1.29368638949041e-23,-2.60485527269288,3.07109273363558e-12,5.77513671348197e-11
"NFE2L3",2.75423411647773,6.56969245115563e-65,5.32469154090524e-63,2.87662305169424,2.66951360709498e-22,1.9059901734163e-20
"NIBAN1",-2.94584537541597,7.60956394883183e-62,5.33082398492971e-60,-4.15337390440219,2.048544856893e-35,6.01835612793107e-33
"NIHCOLE",7.54395214692609,3.06026382960905e-34,5.62105776995467e-33,7.36521265130116,1.47130641330098e-10,2.10601295788872e-09
"NKD1",3.26188615367402,8.24766528781545e-16,4.06845803526137e-15,2.8965173072666,2.7439131144971e-05,0.000117443675483407
"NKD1-AS1",3.61417895944624,1.89373386413946e-12,6.98802487963587e-12,2.30918865791596,0.000483731186552561,0.00144170074741534
"NKD2",4.30759550941684,3.08862460529808e-30,4.34426467830019e-29,4.58449963784216,2.11161984984534e-12,4.04730901915277e-11
"NKPD1",3.09986669532327,5.39683191563983e-24,5.02019248807382e-23,3.29786995311949,7.92140183971648e-10,9.77682109983188e-09
"NKX2-3",-2.80568211113292,1.18994304376953e-73,1.31140430323722e-71,-2.93906304375254,1.38326632355602e-25,1.33997382618635e-23
"NME1",2.24665515479342,2.31301404403272e-31,3.49543610634175e-30,2.05095158987914,1.61819192932253e-07,1.22309648103708e-06
"NME2",3.59836099448736,2.42668661436655e-18,1.45810950359246e-17,4.26708683027418,3.40090607461048e-06,1.84745794977552e-05
"NMU",2.90741084162539,1.58288368722421e-14,7.04482633905206e-14,2.70993210395187,0.000234247421635615,0.000769136688005104
"NOS1",-3.1105176446781,1.81054110752572e-42,5.23579519638718e-41,-3.78426762029848,4.54634701683803e-20,2.41765830530428e-18
"NOTUM",9.51150863346403,1.02928656203901e-24,1.00721847982096e-23,7.80028643341001,9.03070936354351e-07,5.68256118342918e-06
"NOVA1",-2.9115489106329,7.11955993225601e-53,3.44983716395698e-51,-3.36812105957641,2.4686074330187e-22,1.77670336574812e-20
"NOX4",3.34013175670436,1.07755861495718e-22,9.06272424696888e-22,2.08213812618046,0.000255025896915181,0.000825908717903587
"NPC1L1",3.98201571937197,2.64359027887502e-12,9.64867744353535e-12,4.02366141912556,0.000495288420698179,0.00147052083951824
"NPFFR1",3.43189321545768,1.03762247047943e-26,1.14843775452819e-25,3.09857774314521,3.86106613005502e-11,6.08567863823359e-10
"NPSR1",5.74229233124814,3.89865683105896e-14,1.6813248285507e-13,5.91124217185293,0.00027094006965332,0.000870645803542522
"NPSR1-AS1",6.79693336742407,1.30991697413218e-17,7.47330788840435e-17,5.29357704902462,3.69953546566386e-06,1.99487868243396e-05
"NPTX1",-4.77239365081404,1.16224887792966e-85,2.12186729491926e-83,-5.85308227356997,4.16363337677506e-46,3.73082368725929e-43
"NPTX2",2.6781115433645,1.94412236493835e-07,4.48132478305008e-07,2.85880840155067,0.00993614504181177,0.020301636677039
"NPW",2.69741132972907,2.82519605680599e-11,9.36069542267855e-11,3.40611467406309,0.00041047722691858,0.00125168664005579
"NR3C2",-2.63983959945705,2.72507981998752e-65,2.24899966513491e-63,-2.84533292064862,8.8798766419048e-20,4.57427366443137e-18
"NRAP",-2.01417662380988,6.25391852647122e-22,4.96631473846401e-21,-2.61402249155218,1.65992509608851e-11,2.75439978212983e-10
"NRXN1",-4.18429885125842,2.20756954486701e-85,3.95045662910161e-83,-6.0868859553824,9.8407153123675e-73,1.76355459112938e-68
"NSG2",-3.87222287411019,4.90489937884392e-96,1.32315151303321e-93,-4.33290298307531,4.36558434576793e-42,2.5237302277583e-39
"NTN1",-2.67464411933265,9.56018822661037e-57,5.5381680130691e-55,-3.03820905114456,2.67805217432811e-24,2.22191541741362e-22
"NUGGC",-2.4024139265065,8.71439443951732e-43,2.55688255032201e-41,-2.58320837733129,2.11136756666164e-11,3.44920858360467e-10
"NWD2",-2.42433427364221,1.84714597720228e-42,5.33311763449745e-41,-2.75698055636347,2.56161726391606e-19,1.26117425787472e-17
