"","logFC","logCPM","F","PValue","FDR","Significant"
"ENSG00000172594.13",-2.65577422846549,4.59347784032279,180.514681188296,6.10706944831676e-29,9.12039929860705e-27,TRUE
"ENSG00000150764.14",-2.35684535819621,4.08858067357082,180.273547634346,6.52331024467027e-29,9.6615076772509e-27,TRUE
"ENSG00000254645.2",-3.93643436798645,0.507221979058047,177.07133802065,8.58914241721286e-29,1.26168869884321e-26,TRUE
"ENSG00000127951.8",-3.31916041422001,4.68524934752633,178.44070877928,1.0304769582521e-28,1.50139655031185e-26,TRUE
"ENSG00000154175.18",-3.84309387037342,3.40401143201113,178.104369374211,1.17897173145518e-28,1.70389938704905e-26,TRUE
"ENSG00000133800.9",-4.40816088340032,2.75945793956688,178.108521388392,1.30250903701998e-28,1.8673811561948e-26,TRUE
"ENSG00000111846.19",-3.34794840191478,1.34235039675009,178.351863821804,1.32417694634224e-28,1.88337897265074e-26,TRUE
"ENSG00000104267.10",-4.81962690083683,6.83013097439267,176.72913336186,1.57769990242381e-28,2.22629605916041e-26,TRUE
"ENSG00000150672.17",-2.70486598162809,0.0894194774112567,174.484216261688,1.84697653989491e-28,2.58591145089505e-26,TRUE
"ENSG00000177519.4",-3.38498908986784,-0.48278492859749,164.344092617826,2.62918420197154e-28,3.65252791345209e-26,TRUE
"ENSG00000034971.17",-4.71924735816853,-0.145137034389875,161.715417140722,2.70470438423459e-28,3.70374765866188e-26,TRUE
"ENSG00000184905.9",-4.4650286522365,0.163887750832039,167.56085246564,2.70738766410751e-28,3.70374765866188e-26,TRUE
"ENSG00000169432.18",-3.74484783095898,1.33249024955564,174.341913427981,3.58385153264598e-28,4.8656214633749e-26,TRUE
"ENSG00000128482.16",-2.65958455541984,-0.553427467825381,165.886777691743,3.68057578255168e-28,4.95936831572246e-26,TRUE
"ENSG00000118515.11",-2.83190744031551,5.67123631566828,173.181803431612,3.89624841833505e-28,5.21079611231212e-26,TRUE
"ENSG00000213144.2",-2.75133981867446,-0.809055515354369,160.847881639115,4.08229862158165e-28,5.41917582202702e-26,TRUE
"ENSG00000112276.14",-3.40293496219792,1.66124902017227,173.62050040001,4.35711263993514e-28,5.74145703090277e-26,TRUE
"ENSG00000174944.9",-3.02095194241605,1.58594293853971,173.412938211632,4.57689942149232e-28,5.98705215566159e-26,TRUE
"ENSG00000058668.15",-2.83288423385589,6.29022621751929,170.95676609657,6.89392013943496e-28,8.95260455208796e-26,TRUE
"ENSG00000168079.17",-4.48730935218663,3.35284028459232,171.23546016533,7.00277410528141e-28,9.02854062883081e-26,TRUE
"ENSG00000118407.15",-3.28747049303355,0.834781736639356,170.668150294294,8.34786952586478e-28,1.06858692695016e-25,TRUE
"ENSG00000149218.5",-1.98292930762123,5.91944437985009,169.710253464613,9.51528113430552e-28,1.2093854837439e-25,FALSE
"ENSG00000152785.8",-4.8615778265653,2.43214303163072,169.266947259662,1.3234005365666e-27,1.67018739547958e-25,TRUE
"ENSG00000101605.13",-3.62453563376884,1.88923639193157,169.183514456658,1.3400296823212e-27,1.67934768789359e-25,TRUE
"ENSG00000179674.4",-3.01441480527913,3.48725516139273,167.76784881779,1.62568766976028e-27,2.02319088401208e-25,TRUE
"ENSG00000144290.17",-3.21480427556264,-0.745222058394885,155.844462956469,1.74330441037501e-27,2.15460402333314e-25,TRUE
"ENSG00000163681.16",-1.80976028209151,6.15153105757301,166.13940156495,2.40671868962874e-27,2.95416476964635e-25,FALSE
"ENSG00000172403.11",-4.57304836880692,6.60866445381063,165.987072697834,2.5070107329288e-27,3.0563360098515e-25,TRUE
"ENSG00000154330.13",-4.38020727341812,4.61336964747994,165.880250832664,2.61562901010975e-27,3.16720861420113e-25,TRUE
"ENSG00000149294.17",-3.33744677428498,2.58544153355933,165.222925630717,3.40065203475542e-27,4.09013994059408e-25,TRUE
"ENSG00000101335.10",-3.62273076171038,8.45428427430652,164.467757377329,3.72808322568569e-27,4.45406529916756e-25,TRUE
"ENSG00000138722.10",-3.96322618432948,2.41169769955003,164.381041355665,4.463527836096e-27,5.29740942719711e-25,TRUE
"ENSG00000140416.23",-2.25828066113554,8.37695913412317,163.743424701436,4.51025291263987e-27,5.31764752943546e-25,TRUE
"ENSG00000062038.14",5.1080908698702,6.5142575591339,163.534973402299,4.78697628326633e-27,5.60701973675921e-25,TRUE
"ENSG00000172410.4",-5.96686351567963,3.53941349507906,162.911321044192,6.70424789937551e-27,7.80174198731873e-25,TRUE
"ENSG00000175832.13",5.14391047188688,7.01479072881102,162.148044236037,6.88862124954751e-27,7.96457944600909e-25,TRUE
"ENSG00000239571.1",-3.50891661135179,-1.58199867669647,139.071813695335,7.44550509236599e-27,8.55326261283916e-25,TRUE
"ENSG00000186417.14",-3.51772133698928,2.15291390865289,162.209376092256,7.96219788165279e-27,9.08856995140762e-25,TRUE
"ENSG00000198597.9",-3.08646926056766,-0.482539784251324,153.88275223786,8.80827944846804e-27,9.99070734151872e-25,TRUE
"ENSG00000240498.9",-4.60909964842199,2.790117423039,160.264542741013,1.31645653089751e-26,1.48378726353549e-24,TRUE
"ENSG00000160307.10",-3.1223957855195,1.89069056668509,159.952644546919,1.46684130806943e-26,1.64295394261952e-24,TRUE
"ENSG00000169764.16",-2.08605049431156,6.92463204759564,159.214634171795,1.49766404505383e-26,1.66705822058445e-24,TRUE
"ENSG00000138735.16",-2.7999527314631,4.58148422375033,158.131162245188,2.01333213592986e-26,2.22721760543204e-24,TRUE
"ENSG00000082175.15",-3.50198109214947,0.611366117624789,157.553432974657,2.1627558489409e-26,2.3778372741638e-24,TRUE
"ENSG00000176641.11",-3.1135790588236,3.04612983846372,158.010620025558,2.18205902373154e-26,2.3844316929447e-24,TRUE
"ENSG00000059915.17",-4.26045254475015,3.37400841542483,157.724671794791,2.38559097397457e-26,2.59104096027869e-24,TRUE
"ENSG00000134121.10",-3.28871632845086,1.88164314740824,157.591940291017,2.75613607689625e-26,2.97546473699143e-24,TRUE
"ENSG00000129244.9",-2.65642661893115,0.264867328467082,156.016705649783,3.00808221594704e-26,3.22801445460999e-24,TRUE
"ENSG00000067840.12",-3.45237322278498,1.22041613117872,157.194690179136,3.09238017755297e-26,3.29872292630517e-24,TRUE
"ENSG00000259370.2",-3.07089328160767,0.00229474665624684,152.502005371511,4.64407425068754e-26,4.92464228677937e-24,TRUE
"ENSG00000131096.10",-5.52894158516879,3.55394053971326,155.447916747273,4.6738873864368e-26,4.92710210896082e-24,TRUE
"ENSG00000165379.13",-2.90902500881281,-0.883016022474649,144.538564133009,4.87533933280476e-26,5.10941264229205e-24,TRUE
"ENSG00000134028.14",-3.78492837472214,5.33027461717947,154.5184669918,5.30858049898891e-26,5.5311087861849e-24,TRUE
"ENSG00000197256.11",-2.32595628064489,6.21894061922269,154.106048127055,5.9160790577294e-26,6.12844235800974e-24,TRUE
"ENSG00000118777.12",-3.90463582928165,2.76627946090995,154.405570302418,6.04896755941929e-26,6.23008894438811e-24,TRUE
"ENSG00000168621.15",-2.6048734422422,0.198825046745033,152.965633524267,6.48674608590142e-26,6.64279866316797e-24,TRUE
"ENSG00000141639.12",-3.95729517500306,-0.10513443558245,147.386219091663,6.77242028728114e-26,6.89593999820257e-24,TRUE
"ENSG00000163106.11",-2.73725379418417,-0.399765585697451,148.358933772094,7.718379912723e-26,7.81475064496661e-24,TRUE
"ENSG00000078596.11",-2.97543871176296,3.11773864163025,153.175232789108,7.96489054996087e-26,8.01903390707015e-24,TRUE
"ENSG00000106809.11",-4.79881163422818,2.92251035577667,153.198621356154,8.67640472146129e-26,8.68658374376021e-24,TRUE
"ENSG00000106034.18",-3.15436956408332,3.74316131975884,152.474396342635,9.41623465611911e-26,9.3749078484617e-24,TRUE
"ENSG00000250073.3",-2.48452878250285,-0.110667526438714,149.730764768282,1.04825899733486e-25,1.03789223708498e-23,TRUE
